year,country_code,citl_information,value,unit,version
2014,HU,1.3 Allowances auctioned or sold (EUAs and EUAAs),48000,units,81
2015,HU,1.3 Allowances auctioned or sold (EUAs and EUAAs),141000,units,81
2016,HU,1.3 Allowances auctioned or sold (EUAs and EUAAs),51500,units,81
2017,HU,1.3 Allowances auctioned or sold (EUAs and EUAAs),40500,units,81
2018,HU,1.3 Allowances auctioned or sold (EUAs and EUAAs),48000,units,81
2019,HU,1.3 Allowances auctioned or sold (EUAs and EUAAs),48000,units,81
2020,HU,1.3 Allowances auctioned or sold (EUAs and EUAAs),46500,units,81
2021,HU,1.3 Allowances auctioned or sold (EUAs and EUAAs),36500,units,81
2012,HU,2. Verified emissions,1158490,tonne of CO2 equ.,81
2013,HU,2. Verified emissions,1097638,tonne of CO2 equ.,81
2014,HU,2. Verified emissions,1264980,tonne of CO2 equ.,81
2015,HU,2. Verified emissions,1558359,tonne of CO2 equ.,81
2016,HU,2. Verified emissions,1855247,tonne of CO2 equ.,81
2017,HU,2. Verified emissions,2110107,tonne of CO2 equ.,81
2018,HU,2. Verified emissions,2329329,tonne of CO2 equ.,81
2019,HU,2. Verified emissions,2384088,tonne of CO2 equ.,81
2020,HU,2. Verified emissions,1236739,tonne of CO2 equ.,81
2021,HU,2. Verified emissions,1228309,tonne of CO2 equ.,81
2012,HU,2.1 EU-ETS Verified Emission,1158490,tonne of CO2 equ.,81
2013,HU,2.1 EU-ETS Verified Emission,1097638,tonne of CO2 equ.,81
2014,HU,2.1 EU-ETS Verified Emission,1264980,tonne of CO2 equ.,81
2015,HU,2.1 EU-ETS Verified Emission,1558359,tonne of CO2 equ.,81
2016,HU,2.1 EU-ETS Verified Emission,1855247,tonne of CO2 equ.,81
2017,HU,2.1 EU-ETS Verified Emission,2110107,tonne of CO2 equ.,81
2018,HU,2.1 EU-ETS Verified Emission,2329329,tonne of CO2 equ.,81
2019,HU,2.1 EU-ETS Verified Emission,2384088,tonne of CO2 equ.,81
2020,HU,2.1 EU-ETS Verified Emission,1234292,tonne of CO2 equ.,81
2021,HU,2.1 EU-ETS Verified Emission,1226117,tonne of CO2 equ.,81
2020,HU,2.2 Swiss Verified Emissions for aircraft operators,2447,tonne of CO2 equ.,81
2021,HU,2.2 Swiss Verified Emissions for aircraft operators,2192,tonne of CO2 equ.,81
2012,HU,4. Total surrendered units,1158490,units,81
2014,HU,4. Total surrendered units,2362618,units,81
2015,HU,4. Total surrendered units,1558359,units,81
2016,HU,4. Total surrendered units,1843262,units,81
2017,HU,4. Total surrendered units,2106931,units,81
2018,HU,4. Total surrendered units,2344490,units,81
2019,HU,4. Total surrendered units,2384088,units,81
2020,HU,4. Total surrendered units,1236739,units,81
2021,HU,4. Total surrendered units,1228309,units,81
2012,HU,4.1 Surrendered EU allowances (EUAs and EUAAs),993861,units,81
2014,HU,4.1 Surrendered EU allowances (EUAs and EUAAs),2362618,units,81
2015,HU,4.1 Surrendered EU allowances (EUAs and EUAAs),1558359,units,81
2016,HU,4.1 Surrendered EU allowances (EUAs and EUAAs),1843262,units,81
2017,HU,4.1 Surrendered EU allowances (EUAs and EUAAs),2106931,units,81
2018,HU,4.1 Surrendered EU allowances (EUAs and EUAAs),2344490,units,81
2019,HU,4.1 Surrendered EU allowances (EUAs and EUAAs),2384088,units,81
2020,HU,4.1 Surrendered EU allowances (EUAs and EUAAs),1232707,units,81
2021,HU,4.1 Surrendered EU allowances (EUAs and EUAAs),1226117,units,81
2012,HU,4.3 Surrendered emission reduction units (ERUs),164629,units,81
2020,HU,4.4 Surrendered Units CHU/CHUAA,4032,units,81
2021,HU,4.4 Surrendered Units CHU/CHUAA,2192,units,81
2012,IE,1. Total allocated allowances (EUA or EUAA),10606107.78715971,units,81
2013,IE,1. Total allocated allowances (EUA or EUAA),5317831,units,81
2014,IE,1. Total allocated allowances (EUA or EUAA),5462800,units,81
2015,IE,1. Total allocated allowances (EUA or EUAA),5621988,units,81
2016,IE,1. Total allocated allowances (EUA or EUAA),5428394,units,81
2017,IE,1. Total allocated allowances (EUA or EUAA),5404894,units,81
2018,IE,1. Total allocated allowances (EUA or EUAA),5420892,units,81
2019,IE,1. Total allocated allowances (EUA or EUAA),5329618,units,81
2020,IE,1. Total allocated allowances (EUA or EUAA),5342941,units,81
2021,IE,1. Total allocated allowances (EUA or EUAA),4130799,units,81
2012,IE,1.1 Freely allocated allowances,10606704,units,81
2013,IE,1.1 Freely allocated allowances,5317831,units,81
2014,IE,1.1 Freely allocated allowances,5317800,units,81
2015,IE,1.1 Freely allocated allowances,5316988,units,81
2016,IE,1.1 Freely allocated allowances,5316894,units,81
2017,IE,1.1 Freely allocated allowances,5316894,units,81
2018,IE,1.1 Freely allocated allowances,5316892,units,81
2019,IE,1.1 Freely allocated allowances,5225618,units,81
2020,IE,1.1 Freely allocated allowances,5242941,units,81
2021,IE,1.1 Freely allocated allowances,4057799,units,81
2012,IE,1.1.1 Free allocation to existing entities (Art. 10a(1)),10606704,units,81
2013,IE,1.1.1 Free allocation to existing entities (Art. 10a(1)),5317831,units,81
2014,IE,1.1.1 Free allocation to existing entities (Art. 10a(1)),5317800,units,81
2015,IE,1.1.1 Free allocation to existing entities (Art. 10a(1)),5316988,units,81
2016,IE,1.1.1 Free allocation to existing entities (Art. 10a(1)),5316894,units,81
2017,IE,1.1.1 Free allocation to existing entities (Art. 10a(1)),5316894,units,81
2018,IE,1.1.1 Free allocation to existing entities (Art. 10a(1)),5316892,units,81
2019,IE,1.1.1 Free allocation to existing entities (Art. 10a(1)),5225618,units,81
2020,IE,1.1.1 Free allocation to existing entities (Art. 10a(1)),5232727,units,81
2021,IE,1.1.1 Free allocation to existing entities (Art. 10a(1)),4048244,units,81
2020,IE,1.1.4 Swiss Free Allocated allowances for aircraft operators,10214,units,81
2021,IE,1.1.4 Swiss Free Allocated allowances for aircraft operators,9555,units,81
2012,IE,1.2 Correction to freely allocated allowances (not reflected in EUTL),-596.2128402944654,units,81
2012,IE,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2013,IE,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2014,IE,1.3 Allowances auctioned or sold (EUAs and EUAAs),145000,units,81
2015,IE,1.3 Allowances auctioned or sold (EUAs and EUAAs),305000,units,81
2016,IE,1.3 Allowances auctioned or sold (EUAs and EUAAs),111500,units,81
2017,IE,1.3 Allowances auctioned or sold (EUAs and EUAAs),88000,units,81
2018,IE,1.3 Allowances auctioned or sold (EUAs and EUAAs),104000,units,81
2019,IE,1.3 Allowances auctioned or sold (EUAs and EUAAs),104000,units,81
2020,IE,1.3 Allowances auctioned or sold (EUAs and EUAAs),100000,units,81
2021,IE,1.3 Allowances auctioned or sold (EUAs and EUAAs),73000,units,81
2012,IE,2. Verified emissions,9333946,tonne of CO2 equ.,81
2013,IE,2. Verified emissions,7729631,tonne of CO2 equ.,81
2014,IE,2. Verified emissions,7754256,tonne of CO2 equ.,81
2015,IE,2. Verified emissions,8581599,tonne of CO2 equ.,81
2016,IE,2. Verified emissions,10467469,tonne of CO2 equ.,81
2017,IE,2. Verified emissions,11641461,tonne of CO2 equ.,81
2018,IE,2. Verified emissions,12432199,tonne of CO2 equ.,81
2019,IE,2. Verified emissions,12780254,tonne of CO2 equ.,81
2020,IE,2. Verified emissions,4751885,tonne of CO2 equ.,81
2021,IE,2. Verified emissions,5293047,tonne of CO2 equ.,81
2012,IE,2.1 EU-ETS Verified Emission,9333946,tonne of CO2 equ.,81
2013,IE,2.1 EU-ETS Verified Emission,7729631,tonne of CO2 equ.,81
2014,IE,2.1 EU-ETS Verified Emission,7754256,tonne of CO2 equ.,81
2015,IE,2.1 EU-ETS Verified Emission,8581599,tonne of CO2 equ.,81
2016,IE,2.1 EU-ETS Verified Emission,10467469,tonne of CO2 equ.,81
2017,IE,2.1 EU-ETS Verified Emission,11641461,tonne of CO2 equ.,81
2018,IE,2.1 EU-ETS Verified Emission,12432199,tonne of CO2 equ.,81
2019,IE,2.1 EU-ETS Verified Emission,12780254,tonne of CO2 equ.,81
2020,IE,2.1 EU-ETS Verified Emission,4747301,tonne of CO2 equ.,81
2021,IE,2.1 EU-ETS Verified Emission,5291333,tonne of CO2 equ.,81
2020,IE,2.2 Swiss Verified Emissions for aircraft operators,4584,tonne of CO2 equ.,81
2021,IE,2.2 Swiss Verified Emissions for aircraft operators,1714,tonne of CO2 equ.,81
2012,IE,4. Total surrendered units,9327957,units,81
2013,IE,4. Total surrendered units,6351,units,81
2014,IE,4. Total surrendered units,15479125,units,81
2015,IE,4. Total surrendered units,8583189,units,81
2016,IE,4. Total surrendered units,10466772,units,81
2017,IE,4. Total surrendered units,11642508,units,81
2018,IE,4. Total surrendered units,12432318,units,81
2019,IE,4. Total surrendered units,12780254,units,81
2020,IE,4. Total surrendered units,4583070,units,81
2021,IE,4. Total surrendered units,5290539,units,81
2012,IE,4.1 Surrendered EU allowances (EUAs and EUAAs),7957195,units,81
2013,IE,4.1 Surrendered EU allowances (EUAs and EUAAs),6351,units,81
2014,IE,4.1 Surrendered EU allowances (EUAs and EUAAs),15479125,units,81
2015,IE,4.1 Surrendered EU allowances (EUAs and EUAAs),8583189,units,81
2016,IE,4.1 Surrendered EU allowances (EUAs and EUAAs),10466772,units,81
2017,IE,4.1 Surrendered EU allowances (EUAs and EUAAs),11642508,units,81
2018,IE,4.1 Surrendered EU allowances (EUAs and EUAAs),12432318,units,81
2019,IE,4.1 Surrendered EU allowances (EUAs and EUAAs),12780254,units,81
2020,IE,4.1 Surrendered EU allowances (EUAs and EUAAs),4579085,units,81
2021,IE,4.1 Surrendered EU allowances (EUAs and EUAAs),5282896,units,81
2012,IE,4.2 Surrendered certified emission reductions (CERs),1335869,units,81
2012,IE,4.3 Surrendered emission reduction units (ERUs),34893,units,81
2020,IE,4.4 Surrendered Units CHU/CHUAA,3985,units,81
2021,IE,4.4 Surrendered Units CHU/CHUAA,7643,units,81
2012,IS,1. Total allocated allowances (EUA or EUAA),209720.4174542589,units,81
2013,IS,1. Total allocated allowances (EUA or EUAA),194379,units,81
2014,IS,1. Total allocated allowances (EUA or EUAA),194379,units,81
2015,IS,1. Total allocated allowances (EUA or EUAA),194379,units,81
2016,IS,1. Total allocated allowances (EUA or EUAA),194379,units,81
2017,IS,1. Total allocated allowances (EUA or EUAA),360819,units,81
2018,IS,1. Total allocated allowances (EUA or EUAA),360819,units,81
2019,IS,1. Total allocated allowances (EUA or EUAA),278437,units,81
2020,IS,1. Total allocated allowances (EUA or EUAA),330090,units,81
2021,IS,1. Total allocated allowances (EUA or EUAA),220191,units,81
2012,IS,1.1 Freely allocated allowances,434617,units,81
2013,IS,1.1 Freely allocated allowances,194379,units,81
2014,IS,1.1 Freely allocated allowances,194379,units,81
2015,IS,1.1 Freely allocated allowances,194379,units,81
2016,IS,1.1 Freely allocated allowances,194379,units,81
2017,IS,1.1 Freely allocated allowances,360819,units,81
2018,IS,1.1 Freely allocated allowances,360819,units,81
2019,IS,1.1 Freely allocated allowances,208437,units,81
2020,IS,1.1 Freely allocated allowances,211090,units,81
2021,IS,1.1 Freely allocated allowances,185691,units,81
2012,IS,1.1.1 Free allocation to existing entities (Art. 10a(1)),434617,units,81
2013,IS,1.1.1 Free allocation to existing entities (Art. 10a(1)),194379,units,81
2014,IS,1.1.1 Free allocation to existing entities (Art. 10a(1)),194379,units,81
2015,IS,1.1.1 Free allocation to existing entities (Art. 10a(1)),194379,units,81
2016,IS,1.1.1 Free allocation to existing entities (Art. 10a(1)),194379,units,81
2017,IS,1.1.1 Free allocation to existing entities (Art. 10a(1)),194379,units,81
2018,IS,1.1.1 Free allocation to existing entities (Art. 10a(1)),194379,units,81
2019,IS,1.1.1 Free allocation to existing entities (Art. 10a(1)),194379,units,81
2020,IS,1.1.1 Free allocation to existing entities (Art. 10a(1)),186368,units,81
2021,IS,1.1.1 Free allocation to existing entities (Art. 10a(1)),175262,units,81
2017,IS,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),166440,units,81
2018,IS,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),166440,units,81
2019,IS,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),14058,units,81
2020,IS,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),14058,units,81
2020,IS,1.1.4 Swiss Free Allocated allowances for aircraft operators,10664,units,81
2021,IS,1.1.4 Swiss Free Allocated allowances for aircraft operators,10429,units,81
2012,IS,1.2 Correction to freely allocated allowances (not reflected in EUTL),-224896.5825457411,units,81
2012,IS,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2013,IS,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2014,IS,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2015,IS,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2016,IS,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2017,IS,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2018,IS,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2019,IS,1.3 Allowances auctioned or sold (EUAs and EUAAs),70000,units,81
2020,IS,1.3 Allowances auctioned or sold (EUAs and EUAAs),119000,units,81
2021,IS,1.3 Allowances auctioned or sold (EUAs and EUAAs),34500,units,81
2012,IS,2. Verified emissions,372642,tonne of CO2 equ.,81
2013,IS,2. Verified emissions,364662,tonne of CO2 equ.,81
2014,IS,2. Verified emissions,492560,tonne of CO2 equ.,81
2015,IS,2. Verified emissions,548420,tonne of CO2 equ.,81
2016,IS,2. Verified emissions,721558,tonne of CO2 equ.,81
2017,IS,2. Verified emissions,816258,tonne of CO2 equ.,81
2018,IS,2. Verified emissions,823044,tonne of CO2 equ.,81
2019,IS,2. Verified emissions,598093,tonne of CO2 equ.,81
2020,IS,2. Verified emissions,190744,tonne of CO2 equ.,81
2021,IS,2. Verified emissions,267515,tonne of CO2 equ.,81
2012,IS,2.1 EU-ETS Verified Emission,372642,tonne of CO2 equ.,81
2013,IS,2.1 EU-ETS Verified Emission,364662,tonne of CO2 equ.,81
2014,IS,2.1 EU-ETS Verified Emission,492560,tonne of CO2 equ.,81
2015,IS,2.1 EU-ETS Verified Emission,548420,tonne of CO2 equ.,81
2016,IS,2.1 EU-ETS Verified Emission,721558,tonne of CO2 equ.,81
2017,IS,2.1 EU-ETS Verified Emission,816258,tonne of CO2 equ.,81
2018,IS,2.1 EU-ETS Verified Emission,823044,tonne of CO2 equ.,81
2019,IS,2.1 EU-ETS Verified Emission,598093,tonne of CO2 equ.,81
2020,IS,2.1 EU-ETS Verified Emission,188420,tonne of CO2 equ.,81
2021,IS,2.1 EU-ETS Verified Emission,262735,tonne of CO2 equ.,81
2020,IS,2.2 Swiss Verified Emissions for aircraft operators,2324,tonne of CO2 equ.,81
2021,IS,2.2 Swiss Verified Emissions for aircraft operators,4780,tonne of CO2 equ.,81
2012,IS,4. Total surrendered units,372190,units,81
2013,IS,4. Total surrendered units,181,units,81
2014,IS,4. Total surrendered units,856734,units,81
2015,IS,4. Total surrendered units,548420,units,81
2016,IS,4. Total surrendered units,721558,units,81
2017,IS,4. Total surrendered units,816258,units,81
2018,IS,4. Total surrendered units,550301,units,81
2019,IS,4. Total surrendered units,596124,units,81
2020,IS,4. Total surrendered units,190000,units,81
2021,IS,4. Total surrendered units,267043,units,81
2012,IS,4.1 Surrendered EU allowances (EUAs and EUAAs),316845,units,81
2013,IS,4.1 Surrendered EU allowances (EUAs and EUAAs),181,units,81
2014,IS,4.1 Surrendered EU allowances (EUAs and EUAAs),856734,units,81
2015,IS,4.1 Surrendered EU allowances (EUAs and EUAAs),548420,units,81
2016,IS,4.1 Surrendered EU allowances (EUAs and EUAAs),721558,units,81
2017,IS,4.1 Surrendered EU allowances (EUAs and EUAAs),816258,units,81
2018,IS,4.1 Surrendered EU allowances (EUAs and EUAAs),550301,units,81
2019,IS,4.1 Surrendered EU allowances (EUAs and EUAAs),596124,units,81
2020,IS,4.1 Surrendered EU allowances (EUAs and EUAAs),187749,units,81
2021,IS,4.1 Surrendered EU allowances (EUAs and EUAAs),258630,units,81
2012,IS,4.2 Surrendered certified emission reductions (CERs),33014,units,81
2012,IS,4.3 Surrendered emission reduction units (ERUs),22331,units,81
2020,IS,4.4 Surrendered Units CHU/CHUAA,2251,units,81
2021,IS,4.4 Surrendered Units CHU/CHUAA,8413,units,81
2012,IT,1. Total allocated allowances (EUA or EUAA),12825297.33549335,units,81
2013,IT,1. Total allocated allowances (EUA or EUAA),2686323,units,81
2014,IT,1. Total allocated allowances (EUA or EUAA),3559316,units,81
2015,IT,1. Total allocated allowances (EUA or EUAA),4686371,units,81
2016,IT,1. Total allocated allowances (EUA or EUAA),3386860,units,81
2017,IT,1. Total allocated allowances (EUA or EUAA),3181236,units,81
2018,IT,1. Total allocated allowances (EUA or EUAA),3339177,units,81
2019,IT,1. Total allocated allowances (EUA or EUAA),3339678,units,81
2020,IT,1. Total allocated allowances (EUA or EUAA),3383905,units,81
2021,IT,1. Total allocated allowances (EUA or EUAA),2034582,units,81
2012,IT,1.1 Freely allocated allowances,15253437,units,81
2013,IT,1.1 Freely allocated allowances,2686323,units,81
2014,IT,1.1 Freely allocated allowances,2686316,units,81
2015,IT,1.1 Freely allocated allowances,2637871,units,81
2016,IT,1.1 Freely allocated allowances,2637860,units,81
2017,IT,1.1 Freely allocated allowances,2591236,units,81
2018,IT,1.1 Freely allocated allowances,2639677,units,81
2019,IT,1.1 Freely allocated allowances,2639678,units,81
2020,IT,1.1 Freely allocated allowances,2711905,units,81
2021,IT,1.1 Freely allocated allowances,1569582,units,81
2012,IT,1.1.1 Free allocation to existing entities (Art. 10a(1)),15253437,units,81
2013,IT,1.1.1 Free allocation to existing entities (Art. 10a(1)),2686323,units,81
2014,IT,1.1.1 Free allocation to existing entities (Art. 10a(1)),2686316,units,81
2015,IT,1.1.1 Free allocation to existing entities (Art. 10a(1)),2637871,units,81
2016,IT,1.1.1 Free allocation to existing entities (Art. 10a(1)),2637860,units,81
2017,IT,1.1.1 Free allocation to existing entities (Art. 10a(1)),2591236,units,81
2018,IT,1.1.1 Free allocation to existing entities (Art. 10a(1)),2639677,units,81
2019,IT,1.1.1 Free allocation to existing entities (Art. 10a(1)),2639678,units,81
2020,IT,1.1.1 Free allocation to existing entities (Art. 10a(1)),2668589,units,81
2021,IT,1.1.1 Free allocation to existing entities (Art. 10a(1)),1562486,units,81
2020,IT,1.1.4 Swiss Free Allocated allowances for aircraft operators,43316,units,81
2021,IT,1.1.4 Swiss Free Allocated allowances for aircraft operators,7096,units,81
2012,IT,1.2 Correction to freely allocated allowances (not reflected in EUTL),-2428139.664506646,units,81
2012,IT,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2013,IT,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2014,IT,1.3 Allowances auctioned or sold (EUAs and EUAAs),873000,units,81
2015,IT,1.3 Allowances auctioned or sold (EUAs and EUAAs),2048500,units,81
2016,IT,1.3 Allowances auctioned or sold (EUAs and EUAAs),749000,units,81
2017,IT,1.3 Allowances auctioned or sold (EUAs and EUAAs),590000,units,81
2018,IT,1.3 Allowances auctioned or sold (EUAs and EUAAs),699500,units,81
2019,IT,1.3 Allowances auctioned or sold (EUAs and EUAAs),700000,units,81
2020,IT,1.3 Allowances auctioned or sold (EUAs and EUAAs),672000,units,81
2021,IT,1.3 Allowances auctioned or sold (EUAs and EUAAs),465000,units,81
2012,IT,2. Verified emissions,6058222,tonne of CO2 equ.,81
2013,IT,2. Verified emissions,4809210,tonne of CO2 equ.,81
2014,IT,2. Verified emissions,4656028,tonne of CO2 equ.,81
2015,IT,2. Verified emissions,4553201,tonne of CO2 equ.,81
2016,IT,2. Verified emissions,4637190,tonne of CO2 equ.,81
2017,IT,2. Verified emissions,4586597,tonne of CO2 equ.,81
2018,IT,2. Verified emissions,4592206,tonne of CO2 equ.,81
2019,IT,2. Verified emissions,4618109,tonne of CO2 equ.,81
2020,IT,2. Verified emissions,1688131,tonne of CO2 equ.,81
2021,IT,2. Verified emissions,1080710,tonne of CO2 equ.,81
2012,IT,2.1 EU-ETS Verified Emission,6058222,tonne of CO2 equ.,81
2013,IT,2.1 EU-ETS Verified Emission,4809210,tonne of CO2 equ.,81
2014,IT,2.1 EU-ETS Verified Emission,4656028,tonne of CO2 equ.,81
2015,IT,2.1 EU-ETS Verified Emission,4553201,tonne of CO2 equ.,81
2016,IT,2.1 EU-ETS Verified Emission,4637190,tonne of CO2 equ.,81
2017,IT,2.1 EU-ETS Verified Emission,4586597,tonne of CO2 equ.,81
2018,IT,2.1 EU-ETS Verified Emission,4592206,tonne of CO2 equ.,81
2019,IT,2.1 EU-ETS Verified Emission,4618109,tonne of CO2 equ.,81
2020,IT,2.1 EU-ETS Verified Emission,1655603,tonne of CO2 equ.,81
2021,IT,2.1 EU-ETS Verified Emission,1073609,tonne of CO2 equ.,81
2020,IT,2.2 Swiss Verified Emissions for aircraft operators,32528,tonne of CO2 equ.,81
2021,IT,2.2 Swiss Verified Emissions for aircraft operators,7101,tonne of CO2 equ.,81
2012,IT,4. Total surrendered units,5739040,units,81
2013,IT,4. Total surrendered units,277,units,81
2014,IT,4. Total surrendered units,9392007,units,81
2015,IT,4. Total surrendered units,4555164,units,81
2016,IT,4. Total surrendered units,4625047,units,81
2017,IT,4. Total surrendered units,4596720,units,81
2018,IT,4. Total surrendered units,4592607,units,81
2019,IT,4. Total surrendered units,4616514,units,81
2020,IT,4. Total surrendered units,1688176,units,81
2021,IT,4. Total surrendered units,941282,units,81
2012,IT,4.1 Surrendered EU allowances (EUAs and EUAAs),4861371,units,81
2013,IT,4.1 Surrendered EU allowances (EUAs and EUAAs),277,units,81
2014,IT,4.1 Surrendered EU allowances (EUAs and EUAAs),9392007,units,81
2015,IT,4.1 Surrendered EU allowances (EUAs and EUAAs),4555164,units,81
2016,IT,4.1 Surrendered EU allowances (EUAs and EUAAs),4625047,units,81
2017,IT,4.1 Surrendered EU allowances (EUAs and EUAAs),4596720,units,81
2018,IT,4.1 Surrendered EU allowances (EUAs and EUAAs),4592607,units,81
2019,IT,4.1 Surrendered EU allowances (EUAs and EUAAs),4616514,units,81
2020,IT,4.1 Surrendered EU allowances (EUAs and EUAAs),1645883,units,81
2021,IT,4.1 Surrendered EU allowances (EUAs and EUAAs),937340,units,81
2012,IT,4.2 Surrendered certified emission reductions (CERs),687461,units,81
2012,IT,4.3 Surrendered emission reduction units (ERUs),190208,units,81
2020,IT,4.4 Surrendered Units CHU/CHUAA,42293,units,81
2021,IT,4.4 Surrendered Units CHU/CHUAA,3942,units,81
2012,LI,1. Total allocated allowances (EUA or EUAA),0,units,81
2013,LI,1. Total allocated allowances (EUA or EUAA),0,units,81
2014,LI,1. Total allocated allowances (EUA or EUAA),0,units,81
2015,LI,1. Total allocated allowances (EUA or EUAA),0,units,81
2016,LI,1. Total allocated allowances (EUA or EUAA),0,units,81
2017,LI,1. Total allocated allowances (EUA or EUAA),0,units,81
2018,LI,1. Total allocated allowances (EUA or EUAA),0,units,81
2019,LI,1. Total allocated allowances (EUA or EUAA),0,units,81
2020,LI,1. Total allocated allowances (EUA or EUAA),0,units,81
2021,LI,1. Total allocated allowances (EUA or EUAA),0,units,81
2012,LI,1.2 Correction to freely allocated allowances (not reflected in EUTL),0,units,81
2012,LI,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2013,LI,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2014,LI,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2015,LI,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2016,LI,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2017,LI,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2018,LI,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2019,LI,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2020,LI,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2021,LI,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2012,LT,1. Total allocated allowances (EUA or EUAA),55953,units,81
2013,LT,1. Total allocated allowances (EUA or EUAA),12753,units,81
2014,LT,1. Total allocated allowances (EUA or EUAA),22253,units,81
2015,LT,1. Total allocated allowances (EUA or EUAA),53253,units,81
2016,LT,1. Total allocated allowances (EUA or EUAA),27253,units,81
2017,LT,1. Total allocated allowances (EUA or EUAA),24753,units,81
2018,LT,1. Total allocated allowances (EUA or EUAA),26253,units,81
2019,LT,1. Total allocated allowances (EUA or EUAA),14000,units,81
2020,LT,1. Total allocated allowances (EUA or EUAA),13000,units,81
2021,LT,1. Total allocated allowances (EUA or EUAA),17000,units,81
2012,LT,1.1 Freely allocated allowances,55953,units,81
2013,LT,1.1 Freely allocated allowances,12753,units,81
2014,LT,1.1 Freely allocated allowances,12753,units,81
2015,LT,1.1 Freely allocated allowances,12753,units,81
2016,LT,1.1 Freely allocated allowances,12753,units,81
2017,LT,1.1 Freely allocated allowances,12753,units,81
2018,LT,1.1 Freely allocated allowances,12753,units,81
2012,LT,1.1.1 Free allocation to existing entities (Art. 10a(1)),55953,units,81
2013,LT,1.1.1 Free allocation to existing entities (Art. 10a(1)),12753,units,81
2014,LT,1.1.1 Free allocation to existing entities (Art. 10a(1)),12753,units,81
2015,LT,1.1.1 Free allocation to existing entities (Art. 10a(1)),12753,units,81
2016,LT,1.1.1 Free allocation to existing entities (Art. 10a(1)),12753,units,81
2017,LT,1.1.1 Free allocation to existing entities (Art. 10a(1)),12753,units,81
2018,LT,1.1.1 Free allocation to existing entities (Art. 10a(1)),12753,units,81
2012,LT,1.2 Correction to freely allocated allowances (not reflected in EUTL),0,units,81
2012,LT,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2013,LT,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2014,LT,1.3 Allowances auctioned or sold (EUAs and EUAAs),9500,units,81
2015,LT,1.3 Allowances auctioned or sold (EUAs and EUAAs),40500,units,81
2016,LT,1.3 Allowances auctioned or sold (EUAs and EUAAs),14500,units,81
2017,LT,1.3 Allowances auctioned or sold (EUAs and EUAAs),12000,units,81
2018,LT,1.3 Allowances auctioned or sold (EUAs and EUAAs),13500,units,81
2019,LT,1.3 Allowances auctioned or sold (EUAs and EUAAs),14000,units,81
2020,LT,1.3 Allowances auctioned or sold (EUAs and EUAAs),13000,units,81
2021,LT,1.3 Allowances auctioned or sold (EUAs and EUAAs),17000,units,81
2012,LT,2. Verified emissions,100298,tonne of CO2 equ.,81
2013,LT,2. Verified emissions,100603,tonne of CO2 equ.,81
2014,LT,2. Verified emissions,50404,tonne of CO2 equ.,81
2015,LT,2. Verified emissions,68290,tonne of CO2 equ.,81
2016,LT,2. Verified emissions,72695,tonne of CO2 equ.,81
2017,LT,2. Verified emissions,68441,tonne of CO2 equ.,81
2018,LT,2. Verified emissions,62452,tonne of CO2 equ.,81
2019,LT,2. Verified emissions,20205,tonne of CO2 equ.,81
2020,LT,2. Verified emissions,8002,tonne of CO2 equ.,81
2021,LT,2. Verified emissions,16576,tonne of CO2 equ.,81
2012,LT,2.1 EU-ETS Verified Emission,100298,tonne of CO2 equ.,81
2013,LT,2.1 EU-ETS Verified Emission,100603,tonne of CO2 equ.,81
2014,LT,2.1 EU-ETS Verified Emission,50404,tonne of CO2 equ.,81
2015,LT,2.1 EU-ETS Verified Emission,68290,tonne of CO2 equ.,81
2016,LT,2.1 EU-ETS Verified Emission,72695,tonne of CO2 equ.,81
2017,LT,2.1 EU-ETS Verified Emission,68441,tonne of CO2 equ.,81
